Which comic characters are painted by Bill Finger?	SELECT DISTINCT ?uri WHERE {?uri dbo:creator dbr:Bill_Finger  . ?uri rdf:type dbo:ComicsCharacter}
Name the city with leader as Esther Alder and neighboring municipality as Pregny-Chambsy?	SELECT DISTINCT ?uri WHERE {?uri dbo:mayor dbr:Esther_Alder . ?uri dbo:neighboringMunicipality dbr:Pregny-Chambésy  . ?uri rdf:type dbo:Location}

What is the mascot of Celal Bayar University ?	 SELECT DISTINCT ?uri WHERE { dbr:Celal_Bayar_University dbp:mascot ?uri }

List all the mmebers of  Mekong River Commission?	 SELECT DISTINCT ?uri WHERE { dbr:Mekong_River_Commission dbp:membership ?uri }

What are the academic interests of the advisor of Paul Demiville ?	SELECT DISTINCT ?uri WHERE { dbr:Paul_Demiéville dbo:academicAdvisor ?x . ?x dbp:fields ?uri  . }

How many other ingredient are there in the foods whihh have one of the ingredient as Potato ?	 SELECT DISTINCT COUNT(?uri) WHERE { ?x dbo:ingredient dbr:Potato . ?x dbo:ingredient ?uri }

Who is the founder of the trade union which affiliates Amalgamated Association of Iron and Steel Workers?	SELECT DISTINCT ?uri WHERE { dbr:Amalgamated_Association_of_Iron_and_Steel_Workers dbo:affiliation ?x . ?x dbp:founded ?uri  . ?x rdf:type dbo:TradeUnion}

What royalties's sepulchre is Mausoleum of Augustus?	 SELECT DISTINCT ?uri WHERE {?uri dbp:placeOfBurial dbr:Mausoleum_of_Augustus }

Who are the founders of Iskra ?	 SELECT DISTINCT ?uri WHERE { dbr:Iskra dbo:foundedBy ?uri }

What is the location country of the bank whose successor is Mauritius Bank ?	SELECT DISTINCT ?uri WHERE { ?x dbo:successor dbr:Mauritius_Bank . ?x dbp:locationCountry ?uri  . ?x rdf:type dbo:Bank}

Who is the manufacturer of engine of Jeep Forward Control ?	SELECT DISTINCT ?uri WHERE { dbr:Jeep_Forward_Control dbp:engine ?x . ?x dbo:manufacturer ?uri  . }

What sports are played at Vishwajyot High School?	 SELECT DISTINCT ?uri WHERE { dbr:Vishwajyot_High_School dbo:sport ?uri }

Who is the person whose parent is Ptolemy XII Auletes?	SELECT DISTINCT ?uri WHERE {?uri dbo:parent dbr:Ptolemy_XII_Auletes  . ?uri rdf:type dbo:Person}

How many cars are similar to the ones assembled in the Jefferson North Assembly?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:assembly dbr:Jefferson_North_Assembly . ?x dbp:related ?uri  . }

What does the river flow into whose left tributary is Bukovica?	SELECT DISTINCT ?uri WHERE { ?x dbo:leftTributary dbr:Bukovica_(river) . ?x dbo:mouthCountry ?uri  . }

Who are in the board of Jimmy Wales ?	 SELECT DISTINCT ?uri WHERE { dbr:Jimmy_Wales dbo:board ?uri }

What is the leading party in Baraily which Chandra Shekhar too is associated with?	 SELECT DISTINCT ?uri WHERE { dbr:Baraily dbo:leaderName ?uri. dbr:Chandra_Shekhar dbo:otherParty ?uri}

which astronaut's mission was Apollo 11?	 SELECT DISTINCT ?uri WHERE {?uri dbp:mission dbr:Apollo_11 }

What came before  PlayStation 4 and uses PlayStation 3 system software as OS?	SELECT DISTINCT ?uri WHERE {?uri dbo:successor dbr:PlayStation_4 . ?uri dbp:os dbr:PlayStation_3_system_software  . }

What are the tenants of Mercedes-Benz Superdome?	 SELECT DISTINCT ?uri WHERE { dbr:Mercedes-Benz_Superdome dbo:tenant ?uri }

Was elizabeth ann seton beatified by Pope John XXIII?	ASK WHERE { dbr:Elizabeth_Ann_Seton dbp:beatifiedBy dbr:Pope_John_XXIII }

Give me a count of all the producers of all the movies whose music was done by James Horner?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:music dbr:James_Horner . ?x dbp:producer ?uri  . }

Name the musical artists whose label is given by Kobalt Label Services?	SELECT DISTINCT ?uri WHERE {?uri dbp:label dbr:Kobalt_Label_Services  . ?uri rdf:type dbo:MusicalArtist}

Count everyone who was in the military unit which is structured like the Marine Aircraft Group 13 ?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:commandStructure dbr:Marine_Aircraft_Group_13 . ?uri dbo:militaryUnit ?x  . }

Which state does Jerome B. Chaffee belong ?	 SELECT DISTINCT ?uri WHERE { dbr:Jerome_B._Chaffee dbp:state ?uri }

List the common sports played by Polytechnic University of the Philippines Bataan and Jamiatu Muslim Mindanao ?	 SELECT DISTINCT ?uri WHERE { dbr:Polytechnic_University_of_the_Philippines_–_Bataan dbo:sport ?uri. dbr:Jamiatu_Muslim_Mindanao dbo:athletics ?uri}

List down all the cast members of Tony n' Tina's Wedding ?	 SELECT DISTINCT ?uri WHERE { dbr:Tony_n'_Tina's_Wedding dbp:starring ?uri }

Who is the writer of Neverwhere (radio play) ?	 SELECT DISTINCT ?uri WHERE { dbr:Neverwhere_(radio_play) dbo:writer ?uri }

What is the musical whose music is by Jose Luis Narom  based upon?	SELECT DISTINCT ?uri WHERE { ?x dbo:musicBy dbr:José_Luis_Narom . ?x dbo:basedOn ?uri  . ?x rdf:type dbo:Musical}

List the bacterias whose division is Firmicutes and domain is bacteria?	SELECT DISTINCT ?uri WHERE {?uri dbo:division dbr:Firmicutes . ?uri dbp:domain dbr:Bacteria  . ?uri rdf:type dbo:Bacteria}

How many TV shows' networks are headquarterd in NY?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:headquarters dbr:New_York . ?uri dbp:network ?x  . ?uri rdf:type dbo:TelevisionShow}

What is the university whose affiliations is Graham Holdings Company?	SELECT DISTINCT ?uri WHERE {?uri dbp:affiliations dbr:Graham_Holdings_Company  . ?uri rdf:type dbo:University}

What are some seas inside europe ?	SELECT DISTINCT ?uri WHERE {?uri dbo:location dbr:Europe  . ?uri rdf:type dbo:Sea}

Name the basketball player who played for Phoenix Suns and Los Angeles Clippers was his draft team?	SELECT DISTINCT ?uri WHERE {?uri dbo:team dbr:Phoenix_Suns . ?uri dbp:draftTeam dbr:Los_Angeles_Clippers  . ?uri rdf:type dbo:BasketballPlayer}

Who are the key people of FWD.us?	 SELECT DISTINCT ?uri WHERE { dbr:FWD.us dbp:keyPeople ?uri }

What is the birth place of the successor of Ella T. Grasso ?	SELECT DISTINCT ?uri WHERE { dbr:Ella_T._Grasso dbp:successor ?x . ?x dbp:birthPlace ?uri  . }

Where do the politicians Blanche Bruce and John Franklin Miller work?	SELECT DISTINCT ?uri WHERE { dbr:Blanche_Bruce dbp:office ?uri. dbr:John_Franklin_Miller_(senator) dbp:office ?uri . }

Which country is the birth place of Marcus Samuelsson and Samuel of Waldebba ?	 SELECT DISTINCT ?uri WHERE { dbr:Marcus_Samuelsson dbp:birthPlace ?uri. dbr:Samuel_of_Waldebba dbp:placeOfBirth ?uri}

What is the television show whose executive producer is Steven Peterman?	SELECT DISTINCT ?uri WHERE {?uri dbp:executiveProducer dbr:Steven_Peterman  . ?uri rdf:type dbo:TelevisionShow}

Which river's source place is Gloucestershire and mouth in North Sea?	SELECT DISTINCT ?uri WHERE {?uri dbo:sourcePlace dbr:Gloucestershire . ?uri dbo:riverMouth dbr:North_Sea  . ?uri rdf:type dbo:River}

What region was Gloria Schaffer born in which also contains Newington?	SELECT DISTINCT ?uri WHERE { dbr:Gloria_Schaffer dbp:birthPlace ?uri. dbr:Newington_Connecticut dbo:isPartOf ?uri . }

which award has been won by Claudia Moro?	 SELECT DISTINCT ?uri WHERE { dbr:Claudia_Moro dbp:title ?uri }

How many schools have a bison as their mascot?	SELECT DISTINCT COUNT(?uri) WHERE {?uri dbp:mascot dbr:Bison  . ?uri rdf:type dbo:School}

Where was Henri Duke of Rohan laid to rest?	 SELECT DISTINCT ?uri WHERE { dbr:Henri_Duke_of_Rohan dbo:placeOfBurial ?uri }

Which institution of the Alton Ochsner is also the alma mater of John Michael Seabright ?	 SELECT DISTINCT ?uri WHERE { dbr:Alton_Ochsner dbo:institution ?uri. dbr:John_Michael_Seabright dbo:almaMater ?uri}

Who did the person whose predecessor is Arthur Slaght play for?	SELECT DISTINCT ?uri WHERE { ?x dbo:predecessor dbr:Arthur_Slaght . ?x dbp:playedFor ?uri  . ?x rdf:type dbo:Person}

Does the lena river flow into the Laptev Sea?	ASK WHERE { dbr:Lena_River dbo:mouthMountain dbr:Laptev_Sea }

How many ideologies do the political party of Boonchu Rojanastien hold?	SELECT DISTINCT COUNT(?uri) WHERE { dbr:Boonchu_Rojanastien dbp:party ?x . ?x dbo:ideology ?uri  . ?x rdf:type dbo:PoliticalParty}

Who owns a bridge in Boston?	SELECT DISTINCT ?uri WHERE { ?x dbo:locatedInArea dbr:Boston . ?x dbp:owner ?uri  . ?x rdf:type dbo:Bridge}

Count the different types of Flatbread ?	SELECT DISTINCT COUNT(?uri) WHERE {?uri dbo:type dbr:Flatbread  . }

Who is married to Gerard Piqu?	SELECT DISTINCT ?uri WHERE {?uri dbp:partner dbr:Gerard_Piqué  . }

Which city near to Elliott Bay was the death place of George F. Moore ?	 SELECT DISTINCT ?uri WHERE { dbr:Elliott_Bay dbo:nearestCity ?uri. dbr:George_F._Moore_(lieutenant_governor) dbp:placeOfDeath ?uri}

List the things for which people of New Orleans are famous for?	SELECT DISTINCT ?uri WHERE { ?x dbp:placeOfBirth dbr:New_Orleans . ?x dbp:knownFor ?uri  . ?x rdf:type dbo:Person}

The Other Side has hosted how many guests?	SELECT DISTINCT COUNT(?uri) WHERE { dbr:The_Other_Side_(The_Outer_Limits) dbp:guests ?uri  . }

What is the deathplace of the rugby player who is the relatives of Anton Oliver ?	SELECT DISTINCT ?uri WHERE { dbr:Anton_Oliver dbp:relatives ?x . ?x dbo:deathPlace ?uri  . }

Who have children named James Roosevelt and Franklin Delano Roosevelt Jr.?	SELECT DISTINCT ?uri WHERE { ?uri dbp:children dbr:James_Roosevelt . ?uri dbp:children dbr:Franklin_Delano_Roosevelt_Jr. . }

Which scientist advised a doctoral student named Erban Ieica?	SELECT DISTINCT ?uri WHERE {?uri dbp:doctoralStudents dbr:Șerban_Țițeica  . ?uri rdf:type dbo:Scientist}

Which artist was taught by Jos Ruiz y Blasco?	SELECT DISTINCT ?uri WHERE {?uri dbp:training dbr:José_Ruiz_y_Blasco  . ?uri rdf:type dbo:Artist}

What are the houses of the Parliament Security Services and Parliament of India ?	SELECT DISTINCT ?uri WHERE { dbr:Parliament_Security_Services dbp:houses ?uri. dbr:Parliament_of_India dbp:houses ?uri . }

Was Zachary taylor a major general?	ASK WHERE { dbr:Zachary_Taylor dbp:rank dbr:Major_general_(United_States) }

For which team did both Butch Metzger and Brian Horwitz debuted ? 	SELECT DISTINCT ?uri WHERE { dbr:Butch_Metzger dbo:debutTeam ?uri. dbr:Brian_Horwitz dbo:debutTeam ?uri . }

Name the TV shows with network as NBC and company as Paramount Television ?	SELECT DISTINCT ?uri WHERE {?uri dbo:network dbr:NBC . ?uri dbp:company dbr:Paramount_Television  . ?uri rdf:type dbo:TelevisionShow}

Who has composed songs produced by Terry Melcher?	SELECT DISTINCT ?uri WHERE { ?x dbp:producer dbr:Terry_Melcher . ?x dbo:composer ?uri  . ?x rdf:type dbo:Song}

List down the cinematographers of Mickey's Mellerdrammer?	 SELECT DISTINCT ?uri WHERE { dbr:Mickey's_Mellerdrammer dbp:cinematography ?uri }

Which country's people have graduated from Ghana School of Law?	SELECT DISTINCT ?uri WHERE { ?x dbp:almaMater dbr:Ghana_School_of_Law . ?x dbo:nationality ?uri  . ?x rdf:type dbo:Person}

What awards have been given to the dude who made Shaun the Sheep?	SELECT DISTINCT ?uri WHERE { ?x dbp:notableworks dbr:Shaun_the_Sheep . ?x dbo:award ?uri  . ?x rdf:type dbo:Person}

Where is  Dofinivka Estuary  located ?	 SELECT DISTINCT ?uri WHERE { dbr:Dofinivka_Estuary dbp:location ?uri }

Bridge that starts at Seberang Perai crosses over what?	SELECT DISTINCT ?uri WHERE { ?x dbo:routeStart dbr:Seberang_Perai . ?x dbp:crosses ?uri  . }

Where was the deadbody discovered of one of the alumni of General Educational Development?	SELECT DISTINCT ?uri WHERE { ?x dbp:education dbr:General_Educational_Development . ?x dbp:bodyDiscovered ?uri  . }

To which senator did military unit VMF-155 belong?	SELECT DISTINCT ?uri WHERE {?uri dbo:militaryUnit dbr:VMF-155  . ?uri rdf:type dbo:Senator}

What awards did Jos Rivera (playwright) win?	 SELECT DISTINCT ?uri WHERE { dbr:José_Rivera_(playwright) dbp:awards ?uri }

Who discovered Callisto ?	 SELECT DISTINCT ?uri WHERE { dbr:Callisto_(moon) dbo:discoverer ?uri }

Does Shaun Thong a member of Audi?	ASK WHERE { dbr:Shaun_Thong dbp:currentTeam dbr:Audi }

Give me a list of computers whose CPU is in the US.	SELECT DISTINCT ?uri WHERE { ?x dbp:locationCity dbr:United_States . ?uri dbo:cpu ?x  . ?uri rdf:type dbo:InformationAppliance}

Which musical artist associated with Tony Allen has label with Celluloid Records ?	SELECT DISTINCT ?uri WHERE {?uri dbo:associatedMusicalArtist dbr:Tony_Allen_(musician) . ?uri dbp:label dbr:Celluloid_Records  . ?uri rdf:type dbo:MusicalArtist}

Whose labels are Victor Entertainment and Celluloid Records?	SELECT DISTINCT ?uri WHERE { ?uri dbp:label dbr:Victor_Entertainment . ?uri dbp:label dbr:Celluloid_Records . }

Where does the river end into which the Rakitnica flows?	SELECT DISTINCT ?uri WHERE { ?x dbo:rightTributary dbr:Rakitnica . ?x dbo:mouthCountry ?uri  . }

Where is the tombstone of the parliament members who served with James Roberts as the Vice President US?	SELECT DISTINCT ?uri WHERE { ?x dbo:vicePresident dbr:James_Roberts_(trade_unionist) . ?x dbo:restingPlace ?uri  . ?x rdf:type dbo:MemberOfParliament}

Do the west coast airlines fly to seattle?	ASK WHERE { dbr:West_Coast_Airlines dbo:targetAirport dbr:Seattle }

Which school teams are there in schools of Arlington Heights Illinois?	SELECT DISTINCT ?uri WHERE { ?x dbp:city dbr:Arlington_Heights_Illinois . ?x dbp:teamName ?uri  . ?x rdf:type dbo:School}

Who was the silver medalist of Gymnastics at the 2008 Summer Olympics  Women's artistic individual all-around ?	 SELECT DISTINCT ?uri WHERE { dbr:Gymnastics_at_the_2008_Summer_Olympics_–_Women's_artistic_individual_all-around dbo:silverMedalist ?uri }

Who  works  at the American Magazine and New York Post?	SELECT DISTINCT ?uri WHERE { ?uri dbo:employer dbr:The_American_Magazine . ?uri dbo:employer dbr:New_York_Post . }

Which past members of the The Conglomerate (American group) also sang Take Me There (Blackstreet & Ma song)?	 SELECT DISTINCT ?uri WHERE { dbr:The_Conglomerate_(American_group) dbp:pastMembers ?uri. dbr:Take_Me_There_(Blackstreet_&_Mýa_song) dbo:musicalBand ?uri}

List the academic discipline of the journals whose publisher is SAGE Publications.	SELECT DISTINCT ?uri WHERE { ?x dbp:publisher dbr:SAGE_Publications . ?x dbo:academicDiscipline ?uri  . ?x rdf:type dbo:AcademicJournal}

Collaborators of Demis Roussos have composed music for which movies?	SELECT DISTINCT ?uri WHERE { ?x dbp:associatedActs dbr:Demis_Roussos . ?uri dbo:musicComposer ?x  . ?uri rdf:type dbo:Film}

Who is the producer of  Frampton's Camel ?	 SELECT DISTINCT ?uri WHERE { dbr:Frampton's_Camel dbp:producer ?uri }

Who founded the city at the end of the Pittsburgh Line route?	SELECT DISTINCT ?uri WHERE { dbr:Pittsburgh_Line dbo:routeEnd ?x . ?x dbo:founder ?uri  . }

How many developers were involved in creating games whose score is composed by Gerard Marino?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbo:composer dbr:Gerard_Marino . ?x dbo:developer ?uri  . }

Where did these popular aeroplanes - Focke Wulf 260 and Start+Flug H 101 originate?	SELECT DISTINCT ?uri WHERE { dbr:Focke-Wulf_Fw_260 dbp:nationalOrigin ?uri. dbr:Start_+_Flug_H-101 dbp:nationalOrigin ?uri . }

Which source of river Raa is the sovereign state of Adriatic sea ?	 SELECT DISTINCT ?uri WHERE { dbr:Raša_(river) dbo:source ?uri. dbr:Adriatic_Sea dbo:country ?uri}

Count the key people of the Clinton Foundation?	SELECT DISTINCT COUNT(?uri) WHERE { dbr:Clinton_Foundation dbp:keyPeople ?uri  . }

Give me someone on the board of trinity house?	SELECT DISTINCT ?uri WHERE {?uri dbo:board dbr:Trinity_House  . }

Count  the journals in the field of Philosophy.	SELECT DISTINCT COUNT(?uri) WHERE {?uri dbp:discipline dbr:Philosophy  . ?uri rdf:type dbo:AcademicJournal}

Which former team of the Harry Parker (baseball) is the  debut team of the Carl Sitton?	 SELECT DISTINCT ?uri WHERE { dbr:Harry_Parker_(baseball) dbo:formerTeam ?uri. dbr:Carl_Sitton dbp:debutteam ?uri}

Who designed the bridge over the Valaichchenai lagoon?	SELECT DISTINCT ?uri WHERE { ?x dbp:crosses dbr:Valaichchenai_Lagoon . ?x dbp:designer ?uri  . ?x rdf:type dbo:Bridge}

List all the artist of the TV shows which has McClain as one of the artist ?	SELECT DISTINCT ?uri WHERE { ?x dbp:artist dbr:McClain_(band) . ?x dbp:artist ?uri  . ?x rdf:type dbo:TelevisionShow}

Which fictional character is portrayed by Roger Barton (film editor)?	SELECT DISTINCT ?uri WHERE {?uri dbp:portrayer dbr:Roger_Barton_(film_editor)  . ?uri rdf:type dbo:FictionalCharacter}

Where did the film director of Kala Pani die?	SELECT DISTINCT ?uri WHERE { dbr:Kala_Pani_(1958_film) dbo:director ?x . ?x dbo:deathPlace ?uri  . }

Does Timothy Morton study Buddhism?	ASK WHERE { dbr:Timothy_Morton dbp:mainInterests dbr:Buddhism }

Name a queen whose parent is Ptolemy XII Auletes and consort is Ptolemy XIII Theos Philopator?	SELECT DISTINCT ?uri WHERE {?uri dbo:parent dbr:Ptolemy_XII_Auletes . ?uri dbp:spouse dbr:Ptolemy_XIII_Theos_Philopator  . ?uri rdf:type dbo:Royalty}

Which universit's affiliation is with Kalpan Inc. and has campus at Iowa ?	SELECT DISTINCT ?uri WHERE {?uri dbp:affiliations dbr:Kaplan_Inc. . ?uri dbo:campus dbr:Iowa  . ?uri rdf:type dbo:University}

Name the nearest city to the historic place which has Englewood Colorado as one of them ?	SELECT DISTINCT ?uri WHERE { ?x dbp:nearestCity dbr:Englewood_Colorado . ?x dbo:nearestCity ?uri  . ?x rdf:type dbo:HistoricPlace}

Which movies have someone on their cast from Shelby County in Tennessee?	SELECT DISTINCT ?uri WHERE { ?x dbo:hometown dbr:Shelby_County_Tennessee . ?uri dbp:starring ?x  . ?uri rdf:type dbo:Film}

Which area operataed by the South Side Elevated Railroad is also the palce of death of the Sakari Suzuki ?	 SELECT DISTINCT ?uri WHERE { dbr:South_Side_Elevated_Railroad dbo:operatedBy ?uri. dbr:Sakari_Suzuki dbp:deathPlace ?uri}

Which venues are located at places governed by John Roberts?	SELECT DISTINCT ?uri WHERE { ?x dbo:leader dbr:John_Roberts . ?uri dbp:address ?x  . ?uri rdf:type dbo:Venue}

How many people are in the continental army?	SELECT DISTINCT COUNT(?uri) WHERE {?uri dbo:militaryBranch dbr:Continental_Army  . }

List all the former partners of the figure skater whose one of the former partner was Andrea poapst ?	SELECT DISTINCT ?uri WHERE { ?x dbo:formerPartner dbr:Andrea_Poapst . ?x dbo:formerPartner ?uri  . ?x rdf:type dbo:FigureSkater}

What river originates in the Connecticut Lakes?	SELECT DISTINCT ?uri WHERE {?uri dbo:source dbr:Connecticut_Lakes  . ?uri rdf:type dbo:River}

Which band made the song Take me There and has collaborated with Blayse in the past?	 SELECT DISTINCT ?uri WHERE { dbr:Take_Me_There_(Blackstreet_&_Mýa_song) dbo:musicalBand ?uri. dbr:Blayse dbo:associatedBand ?uri}

How many things are aired on BBC HD?	SELECT DISTINCT COUNT(?uri) WHERE {?uri dbo:network dbr:BBC_HD  . }

How many have order (taxonomy) as Bacillales and division as Firmicutes are there?	 SELECT DISTINCT COUNT(?uri) WHERE {?uri dbo:order dbr:Bacillales . ?uri dbo:division dbr:Firmicutes }

In which countries are there banks which came after the National Commercial Bank of Mauritius?	SELECT DISTINCT ?uri WHERE { dbr:National_Commercial_Bank_Mauritius dbo:successor ?x . ?x dbp:locationCountry ?uri  . ?x rdf:type dbo:Bank}

How many have company as Paramount Television and network as NBC are there?	 SELECT DISTINCT COUNT(?uri) WHERE {?uri dbp:company dbr:Paramount_Television . ?uri dbo:network dbr:NBC }
